Name,Owner,Desc,url,forks,stars,commits,watches,created_at,pushed_at
cos-fleetshard,bf2fc6cc711aee1a0c2a,The cos-fleetshard-operator is responsible for provisioning and managing connectors instances on a cluster.,https://github.com/bf2fc6cc711aee1a0c2a/cos-fleetshard,21,7,26,871,2021-03-08,2023-03-20
aks-baseline-regulated,mspnp,This is the Azure Kubernetes Service (AKS) baseline cluster for regulated workloads reference implementation as produced by the Microsoft Azure Architecture Center.,https://github.com/mspnp/aks-baseline-regulated,85,93,11,77,2021-03-15,2023-03-20
tackle,konveyor,The Tackle project repositories contain tools that support the modernization and migration of applications to Kubernetes,https://github.com/konveyor/tackle,20,39,15,28,2021-03-25,2022-09-02
tutorial,networkpolicy,Kubernetes Network Policy Tutorial,https://github.com/networkpolicy/tutorial,20,74,11,4,2021-03-03,2022-11-24
aks-baseline-multi-region,mspnp,This is the Azure Kubernetes Service (AKS) baseline for multi-region reference implementation as produced by the Microsoft Azure Architecture Center.,https://github.com/mspnp/aks-baseline-multi-region,53,50,10,337,2021-03-23,2022-12-15
argocd-autopilot,argoproj-labs,Argo-CD Autopilot,https://github.com/argoproj-labs/argocd-autopilot,97,569,10,247,2021-03-05,2023-03-19
device-localpv,openebs,CSI Driver for using Local Block Devices,https://github.com/openebs/device-localpv,17,15,14,55,2021-03-10,2022-09-26
bigtable-autoscaler-operator,ResultadosDigitais,Kubernetes operator to autoscale Google's Cloud Bigtable clusters,https://github.com/ResultadosDigitais/bigtable-autoscaler-operator,2,22,20,186,2021-03-31,2023-02-03
supergraph-demo,apollographql,🍿 Compose subgraphs into a Federation v1 supergraph at build-time with static composition to power a federated graph router at runtime.,https://github.com/apollographql/supergraph-demo,43,114,10,668,2021-03-31,2023-03-17
cluster-image-scanner,SDA-SE,Discover vulnerabilities and container image misconfiguration in production environments.,https://github.com/SDA-SE/cluster-image-scanner,4,48,20,873,2021-03-22,2023-03-17
f5-ipam-controller,F5Networks,The F5 IPAM Controller runs in an orchestration environment like Kubernetes to allocate IP addresses from an IPAM system to BIG-IP Virtual Servers. The purpose is to abstract  complexity related to setting up BIG-IP from a networking perspective,https://github.com/F5Networks/f5-ipam-controller,16,6,12,132,2021-03-03,2023-03-02
driver-toolkit,openshift,driver-toolkit is a container with the kernel packages necessary for building driver containers for deploying kernel modules/drivers on OpenShift,https://github.com/openshift/driver-toolkit,20,5,15,125,2021-03-08,2023-03-20
k8s-api-docgen,EnterpriseDB,Reads Go source files to extract metadata about Kubernetes API custom resources defined by the developer in Godoc and produces different kinds of output - such as JSON or Markdown.,https://github.com/EnterpriseDB/k8s-api-docgen,0,4,18,11,2021-03-10,2023-01-11
rm-bucket-operator,EOEPCA,,https://github.com/EOEPCA/rm-bucket-operator,0,0,10,23,2021-03-09,2023-01-26
dns-operator-azure,giantswarm,DNS operator for Giant Swarm CAPZ clusters,https://github.com/giantswarm/dns-operator-azure,1,0,12,119,2021-03-16,2023-03-20
kubeflow-manifests,oneconvergence,,https://github.com/oneconvergence/kubeflow-manifests,0,0,13,845,2021-03-25,2022-09-20
kubegres,reactive-tech,"Kubegres is a Kubernetes operator allowing to deploy one or many clusters of PostgreSql instances and manage databases replication, failover and backup.",https://github.com/reactive-tech/kubegres,61,1142,20,107,2021-04-12,2023-03-15
sloth,slok,🦥 Easy and simple Prometheus SLO (service level objectives) generator,https://github.com/slok/sloth,114,1502,13,649,2021-04-06,2023-03-04
flux-cluster-template,onedr0p,"A community opinionated template for deploying a single Kubernetes cluster with Ansible and Terraform backed by Flux, SOPS, GitHub Actions, Renovate and more!",https://github.com/onedr0p/flux-cluster-template,159,1015,24,991,2021-04-14,2023-03-19
nebula-operator,vesoft-inc,Operation utilities for Nebula Graph,https://github.com/vesoft-inc/nebula-operator,21,57,22,109,2021-04-27,2023-03-02
vertica-kubernetes,vertica,"Operator, container and Helm chart to deploy Vertica in Kubernetes",https://github.com/vertica/vertica-kubernetes,17,24,13,332,2021-04-06,2023-03-17
jitsi-kubernetes-operator,jitsi-contrib,,https://github.com/jitsi-contrib/jitsi-kubernetes-operator,9,35,10,134,2021-04-30,2023-03-13
AWS-Guide,mikeroyal,"Amazon Web Services (AWS) Guide. Learn all about Amazon Web Services Tools, Services, and Certifications.",https://github.com/mikeroyal/AWS-Guide,50,248,12,36,2021-04-11,2023-03-17
crane,migtools,"Tool for migrating Kubernetes workloads, and their data, between clusters.",https://github.com/migtools/crane,21,23,16,104,2021-04-26,2023-03-10
edge-api,RedHatInsights,An API server for fleet edge management capabilities,https://github.com/RedHatInsights/edge-api,35,17,18,5822,2021-04-12,2023-03-20
Azure-Guide,mikeroyal,"Microsoft Azure Guide. Learn all about Microsoft Azure Tools, Services, and Certifications.",https://github.com/mikeroyal/Azure-Guide,17,138,11,27,2021-04-11,2023-01-14
sak-incubator,provectus,Incubator for SAK project modules,https://github.com/provectus/sak-incubator,6,8,86,69,2021-04-19,2023-02-23
cloud-native-postgresql-helm,EnterpriseDB,Helm charts to deploy Cloud Native PostgreSQL,https://github.com/EnterpriseDB/cloud-native-postgresql-helm,3,8,15,41,2021-04-27,2023-03-07
newrelic-infra-operator,newrelic,This repository hosts the newrelic kubernetes operator of infrastructure,https://github.com/newrelic/newrelic-infra-operator,4,1,11,134,2021-04-27,2023-03-20
OpenSLO,OpenSLO,Open specification for defining and expressing service level objectives (SLO),https://github.com/OpenSLO/OpenSLO,46,1133,36,288,2021-04-27,2023-03-15
terraform-spotinst-ocean-aks,spotinst,A Terraform module to create an Azure Kubernetes Service (AKS) cluster with Ocean.,https://github.com/spotinst/terraform-spotinst-ocean-aks,3,0,10,16,2021-04-19,2022-09-12
mysql-operator,mysql,MySQL Operator for Kubernetes,https://github.com/mysql/mysql-operator,83,514,40,602,2021-05-26,2023-02-08
terraform-on-aws-ec2,stacksimplify,"Terraform On AWS for EC2, VPC, ASG, ALB, CLB, NLB, CloudWatch, SNS, S3, CodePipeline, ACM, Route53",https://github.com/stacksimplify/terraform-on-aws-ec2,2143,331,27,7,2021-05-14,2023-01-12
elcarro-oracle-operator,GoogleCloudPlatform,"El Carro is a new project that offers a way to run Oracle databases in Kubernetes as a portable, open source, community driven, no vendor lock-in container orchestration system. El Carro provides a powerful declarative API for comprehensive and consistent configuration and deployment as well as for real-time operations and monitoring.",https://github.com/GoogleCloudPlatform/elcarro-oracle-operator,56,209,23,320,2021-05-13,2023-03-20
k8ssandra-operator,k8ssandra,The Kubernetes operator for K8ssandra,https://github.com/k8ssandra/k8ssandra-operator,45,75,12,464,2021-06-11,2023-03-21
awx-on-k3s,kurokobo,"An example implementation of AWX on single node K3s using AWX Operator, with easy-to-use simplified configuration with ownership of data and passwords.",https://github.com/kurokobo/awx-on-k3s,86,256,16,210,2021-05-30,2023-03-20
Kubernetes-Starter-Kit-Developers,digitalocean,Hands-on tutorial and Automation stack for an operations-ready DigitalOcean Kubernetes (DOKS) cluster.,https://github.com/digitalocean/Kubernetes-Starter-Kit-Developers,201,527,27,516,2021-06-21,2022-12-22
testkube,kubeshop,☸️ Kubernetes-native testing framework for test execution and orchestration,https://github.com/kubeshop/testkube,70,714,17,1852,2021-07-01,2023-03-20
naml,krisnova,Convert Kubernetes YAML to Golang,https://github.com/krisnova/naml,34,1205,20,253,2021-06-12,2022-07-20
kubeprober,erda-project,Large-scale Kubernetes cluster diagnostic tool.,https://github.com/erda-project/kubeprober,29,113,15,302,2021-06-09,2022-08-29
TDengine-Operator,taosdata,Setup TDengine on Kubenetes https://taosdata.github.io/TDengine-Operator,https://github.com/taosdata/TDengine-Operator,12,45,29,62,2021-06-02,2023-03-09
prometheus-engine,GoogleCloudPlatform,Google Cloud Managed Service for Prometheus libraries and manifests.,https://github.com/GoogleCloudPlatform/prometheus-engine,53,127,36,398,2021-06-29,2023-03-15
kubernetes-iteration-toolkit,awslabs,,https://github.com/awslabs/kubernetes-iteration-toolkit,35,46,34,249,2021-05-26,2023-03-20
rukpak,operator-framework,RukPak runs in a Kubernetes cluster and defines APIs for installing cloud native content,https://github.com/operator-framework/rukpak,31,38,14,435,2021-06-01,2023-03-03
external-dns-operator,openshift,The ExternalDNS Operator provides simplified ExternalDNS controller management.,https://github.com/openshift/external-dns-operator,27,14,14,334,2021-06-14,2023-03-14
che-server,eclipse-che,,https://github.com/eclipse-che/che-server,58,90,25,9569,2021-05-19,2023-03-20
secondary-scheduler-operator,openshift,Red Hat Certified optional operator for secondary schedulers,https://github.com/openshift/secondary-scheduler-operator,15,10,20,137,2021-05-31,2023-03-14
cert-manager-operator,openshift,OpenShift Cert-Manager Operator,https://github.com/openshift/cert-manager-operator,15,15,14,253,2021-05-10,2023-03-14
kafka-kubernetes-config-provider,strimzi,Kubernetes Configuration Provider for Apache Kafka®,https://github.com/strimzi/kafka-kubernetes-config-provider,7,22,11,17,2021-06-03,2023-03-20
coherence-helidon-sockshop-sample,oracle,Coherence Helidon Sockshop Demo,https://github.com/oracle/coherence-helidon-sockshop-sample,13,4,13,65,2021-05-13,2023-03-20
websphere-liberty-operator,WASdev,Deploy and manage containerized Liberty applications on Kubernetes. Documentation: https://ibm.biz/wlo-docs,https://github.com/WASdev/websphere-liberty-operator,3,8,14,353,2021-05-07,2023-03-21
go-recipes,nikolaydubina,🦩 Tools for Go projects,https://github.com/nikolaydubina/go-recipes,90,2471,24,97,2021-06-26,2023-02-24
tackle-operator,migtools,Tackle Operator,https://github.com/migtools/tackle-operator,4,1,11,40,2021-05-31,2023-03-04
kas-installer,bf2fc6cc711aee1a0c2a,kas-installer,https://github.com/bf2fc6cc711aee1a0c2a/kas-installer,25,5,11,531,2021-05-25,2023-03-13
weblogic-azure,oracle,This project offers support for running Oracle WebLogic Server in the Azure Virtual Machines and Azure Kubernetes Service (AKS),https://github.com/oracle/weblogic-azure,18,7,20,685,2021-06-17,2023-03-02
mongodb-operator,SDA-SE,A Kubernetes Operator that creates users and databases in existing MongoDB clusters based on a custom resource.,https://github.com/SDA-SE/mongodb-operator,1,5,17,299,2021-06-08,2023-03-15
fluent-pvc-operator,st-tech,fluent-pvc-operator is a Kubernetes Operator that aims to dynamically provision PVCs to Pods. This Operator make you possible to attach a disposable PVC to a Pod without issuing PVCs in advance.,https://github.com/st-tech/fluent-pvc-operator,0,4,13,349,2021-06-29,2023-03-07
prometheus-rules,giantswarm,Giant Swarm Prometheus alerting and recording rules,https://github.com/giantswarm/prometheus-rules,2,10,11,630,2021-06-22,2023-03-21
camel-k-example-jdbc,openshift-integration,Quickstart to show how to connect a SQL Database from Camel K via JDBC,https://github.com/openshift-integration/camel-k-example-jdbc,4,0,11,16,2021-06-18,2023-01-12
kgrid,replicatedhq,,https://github.com/replicatedhq/kgrid,1,3,15,126,2021-05-12,2022-11-15
kube-dbaas,tsuru,Experimental project to provide a tsuru service that maintains database operators,https://github.com/tsuru/kube-dbaas,1,0,10,13,2021-05-13,2023-02-25
spark-operator,giantswarm,Spark Operator chart from spark-on-k8s-operator GCP project,https://github.com/giantswarm/spark-operator,1,1,13,61,2021-05-18,2022-11-10
operator-github-webhook,camptocamp,,https://github.com/camptocamp/operator-github-webhook,1,0,14,369,2021-06-24,2023-03-17
cluster-apps-operator,giantswarm,The cluster-apps-operator manages apps for Kubernetes workload clusters.,https://github.com/giantswarm/cluster-apps-operator,1,1,10,292,2021-05-11,2023-03-15
csi-volumegroup-snapshotter,dell,csi-volumegroup-snapshotter controller to support crash-consistent operations for snapshots of group of volumes,https://github.com/dell/csi-volumegroup-snapshotter,0,3,12,104,2021-06-18,2022-11-17
helm-mutualize,camptocamp,,https://github.com/camptocamp/helm-mutualize,0,2,14,291,2021-06-23,2023-03-17
helm-geomapfish,camptocamp,,https://github.com/camptocamp/helm-geomapfish,0,0,16,255,2021-06-23,2023-03-17
EventualShop,AntonioFalcaoJr,"A state-of-the-art distributed system using Reactive DDD as uncertainty modeling, Event Storming as subdomain decomposition, Event Sourcing as an eventual persistence mechanism, CQRS, Async Projections, Microservices for individual deployable units, Event-driven Architecture for efficient integration, and Clean Architecture as domain-centric design",https://github.com/AntonioFalcaoJr/EventualShop,18,172,10,2922,2021-06-27,2023-03-16
harbor-app,giantswarm,Harbor App Template,https://github.com/giantswarm/harbor-app,1,0,14,83,2021-06-01,2023-03-15
dynatrace-automation,hmcts,,https://github.com/hmcts/dynatrace-automation,0,0,14,164,2021-06-18,2022-12-16
app-test-suite,giantswarm,,https://github.com/giantswarm/app-test-suite,0,0,12,328,2021-06-16,2023-03-15
helmify,arttor,Creates Helm chart from Kubernetes yaml,https://github.com/arttor/helmify,63,621,10,252,2021-08-01,2023-03-17
testkube,kubeshop,☸️ Kubernetes-native testing framework for test execution and orchestration,https://github.com/kubeshop/testkube,70,714,17,1852,2021-07-01,2023-03-21
astronomer-providers,astronomer,Airflow Providers containing Deferrable Operators & Sensors from Astronomer,https://github.com/astronomer/astronomer-providers,23,104,33,514,2021-07-23,2023-03-21
rollout-operator,grafana,Kubernetes Rollout Operator,https://github.com/grafana/rollout-operator,7,77,96,42,2021-07-12,2023-03-16
presto-kubernetes-operator,prestodb,,https://github.com/prestodb/presto-kubernetes-operator,16,25,20,8,2021-07-09,2022-11-11
terraform-hcloud-kube-hetzner,kube-hetzner,Optimized and Maintenance-free Kubernetes on Hetzner Cloud in one command!,https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner,177,855,19,1097,2021-07-30,2023-03-18
erda-operator,erda-project,Erda operator creates and manages Erda platform running in Kubernetes.,https://github.com/erda-project/erda-operator,12,5,10,37,2021-07-22,2022-12-20
meteor-operator,thoth-station,Project Meteor Operator for OpenShift,https://github.com/thoth-station/meteor-operator,11,5,10,334,2021-07-23,2023-02-09
awesome-sbom,awesomeSBOM,"A curated list of SBOM (Software Bill Of Materials) related tools, frameworks, blogs, podcasts, and articles",https://github.com/awesomeSBOM/awesome-sbom,36,269,12,44,2021-07-30,2023-03-21
Go-for-DevOps,PacktPublishing,"Go for DevOps, published by Packt",https://github.com/PacktPublishing/Go-for-DevOps,52,98,10,88,2021-07-19,2023-01-18
terraform-helm-charts,streamnative,,https://github.com/streamnative/terraform-helm-charts,8,7,11,153,2021-07-30,2023-02-22
terraform-aws-cloud,streamnative,,https://github.com/streamnative/terraform-aws-cloud,9,4,29,170,2021-07-07,2023-03-21
Windows-11-Guide,mikeroyal,"Windows 10/11 Guide. Including Windows Security tools, Encryption,  Graphics, Gaming, Virtualization, Windows Subsystem for Linux (WSL 2), Software Apps, and Resources. ",https://github.com/mikeroyal/Windows-11-Guide,44,614,12,203,2021-07-08,2023-03-19
DI-engine,opendilab,OpenDILab Decision AI Engine,https://github.com/opendilab/DI-engine,312,2299,82,644,2021-07-04,2023-03-21
cluster-api-provider-alibaba,openshift,OpenShift Machine API provider for Alibaba,https://github.com/openshift/cluster-api-provider-alibaba,10,0,11,96,2021-07-27,2023-03-14
testkube-operator,kubeshop,Testkube Operators for managing CustomResources,https://github.com/kubeshop/testkube-operator,1,8,12,258,2021-07-29,2023-03-21
pulumi-controller-runtime,streamnative,A prototype of a Kubernetes controller based on Pulumi.,https://github.com/streamnative/pulumi-controller-runtime,0,5,26,5,2021-07-02,2023-02-27
loggo,2gis,,https://github.com/2gis/loggo,1,5,10,33,2021-07-21,2022-12-14
linux-malware,timb-machine,Tracking interesting Linux (and UNIX) malware. Send PRs,https://github.com/timb-machine/linux-malware,58,918,33,555,2021-07-20,2023-03-17
spicedb,authzed,"Open Source, Google Zanzibar-inspired fine-grained permissions database",https://github.com/authzed/spicedb,173,3329,33,2555,2021-08-16,2023-03-20
milvus-operator,milvus-io,milvus-operator,https://github.com/milvus-io/milvus-operator,21,41,11,167,2021-08-03,2023-03-18
oci-service-operator,oracle,The OCI Service Operator for Kubernetes (OSOK) makes it easy to connect and manage OCI services from a cloud native application running in a Kubernetes environment.,https://github.com/oracle/oci-service-operator,21,26,11,37,2021-08-11,2023-02-27
mysql-ndb-operator,mysql,Kubernetes Operator for MySQL NDB Cluster.,https://github.com/mysql/mysql-ndb-operator,13,24,18,547,2021-08-30,2023-01-17
dcgm-exporter,NVIDIA,NVIDIA GPU metrics exporter for Prometheus leveraging DCGM,https://github.com/NVIDIA/dcgm-exporter,65,275,14,398,2021-08-11,2023-03-16
splunk-otel-collector-operator,signalfx,Kubernetes Operator for OpenTelemetry Collector,https://github.com/signalfx/splunk-otel-collector-operator,9,8,12,376,2021-08-30,2023-03-20
K8SFramework,TarsCloud,Native Kubernetes  Solution for TARS Services. Operator + CRD is adopted.,https://github.com/TarsCloud/K8SFramework,13,11,18,499,2021-08-15,2023-03-07
eck-diagnostics,elastic,Diagnostic tooling for ECK installations,https://github.com/elastic/eck-diagnostics,13,17,201,158,2021-08-04,2023-03-19
ibm-vpc-block-csi-driver-operator,openshift,Operator to install and maintain the IBM VPC Block CSI driver on an openshift cluster,https://github.com/openshift/ibm-vpc-block-csi-driver-operator,15,0,13,131,2021-08-04,2023-03-14
aiven-charts,aiven,The official @Aiven helm repository,https://github.com/aiven/aiven-charts,4,3,65,40,2021-08-13,2023-03-03
aws-customer-security-incidents,ramimac,A repository of breaches of AWS customers,https://github.com/ramimac/aws-customer-security-incidents,18,388,32,95,2021-08-28,2023-03-13
xl-deploy-kubernetes-operator,xebialabs,The files generated by operator-sdk using Helm charts for different Kubernetes platforms,https://github.com/xebialabs/xl-deploy-kubernetes-operator,2,1,20,1003,2021-08-24,2023-03-21
Operators-Karma-Tools,Orange-OpenSource,"OKT is a toolkit library, in GO language, aiming to bring some facilities in the development of Kubernetes Operators implemented thanks to the CNCF OperatorSDK",https://github.com/Orange-OpenSource/Operators-Karma-Tools,0,3,14,12,2021-08-11,2023-03-06
starboard-app,giantswarm,Managed app for aqua starboard,https://github.com/giantswarm/starboard-app,0,3,13,147,2021-08-19,2023-03-20
xl-release-kubernetes-operator,xebialabs,The files generated by operator-sdk using Helm charts for different Kubernetes platforms,https://github.com/xebialabs/xl-release-kubernetes-operator,1,1,18,772,2021-08-24,2023-03-21
operator,confidential-containers,Operator to deploy confidential containers runtime,https://github.com/confidential-containers/operator,30,46,13,219,2021-09-22,2023-03-15
percona-server-mysql-operator,percona,Percona Operator for MySQL,https://github.com/percona/percona-server-mysql-operator,12,42,36,450,2021-09-14,2023-03-21
kubectl-rook-ceph,rook,Krew plugin to run kubectl commands with rook-ceph,https://github.com/rook/kubectl-rook-ceph,13,38,35,101,2021-09-16,2023-03-20
kdigger,quarkslab,Kubernetes focused container assessment and context discovery tool for penetration testing,https://github.com/quarkslab/kdigger,19,344,14,107,2021-09-06,2022-10-25
maximo,Azure,Maximo on Azure,https://github.com/Azure/maximo,13,20,17,254,2021-09-29,2022-08-02
terraform-provider-tanzu-mission-control,vmware,Terraform provider to manage resources of Tanzu Mission Control,https://github.com/vmware/terraform-provider-tanzu-mission-control,18,29,12,243,2021-09-24,2023-03-20
persistent-volume-migrator,ceph,"A collection of tools to migrate an ancient Kubernetes Ceph storage driver (in-tree, Flex) to Ceph-CSI",https://github.com/ceph/persistent-volume-migrator,7,9,13,94,2021-09-13,2023-01-18
docker-pgbouncer,EnterpriseDB,Repo for PgBouncer image containers,https://github.com/EnterpriseDB/docker-pgbouncer,1,2,13,95,2021-09-27,2023-02-23
security-role-perm-operator-svc,mojaloop,Incubation: Role Permission Operator (on k8s),https://github.com/mojaloop/security-role-perm-operator-svc,1,1,14,118,2021-09-17,2023-01-07
cockroachdb-runbook-template,cockroachlabs,,https://github.com/cockroachlabs/cockroachdb-runbook-template,1,7,44,226,2021-09-07,2023-03-17
opni-metrics-service,rancher,,https://github.com/rancher/opni-metrics-service,0,0,11,11,2021-09-17,2022-11-23
td-redis-operator,tongdun,"一款强大的云原生redis-operator，经过大规模生产级运行考验，支持分布式集群、支持主备切换等缓存集群解决方案…The powerful cloud-native redis-operator, which has passed the test of large-scale production-level operation, supports distributed clusters and active/standby switching ...",https://github.com/tongdun/td-redis-operator,84,451,29,254,2021-10-25,2023-03-02
oracle-database-operator,oracle,"The Oracle Database Operator for Kubernetes (a.k.a. OraOperator) helps developers, DBAs, DevOps and GitOps teams reduce the time and complexity of deploying and managing Oracle Databases. It eliminates the dependency on a human operator or administrator for the majority of database operations.",https://github.com/oracle/oracle-database-operator,30,96,10,722,2021-10-20,2023-03-15
crane,gocrane,Crane is a FinOps Platform for Cloud Resource Analytics and Economics in Kubernetes clusters. The goal is not only to help users to manage cloud cost easier but also ensure the quality of applications.,https://github.com/gocrane/crane,303,1260,37,999,2021-11-18,2023-03-20
awesome-argo,akuity,A curated list of awesome projects and resources related to Argo (a CNCF graduated project),https://github.com/akuity/awesome-argo,107,1241,34,224,2021-11-01,2023-03-02
loggie,loggie-io,"A lightweight, cloud-native data transfer agent and aggregator",https://github.com/loggie-io/loggie,104,906,18,306,2021-11-22,2023-03-21
ilogtail,alibaba,Fast and Lightweight Observability Data Collector,https://github.com/alibaba/ilogtail,206,1161,33,352,2021-11-08,2023-03-21
polardbx-operator,polardb,polardbx-operator is a Kubernetes extension that aims to create and manage PolarDB-X cluster on Kubernetes.,https://github.com/polardb/polardbx-operator,24,70,11,39,2021-10-16,2023-03-20
vault-config-operator,redhat-cop,An operator to support Haschicorp Vault configuration workflows from within Kubernetes,https://github.com/redhat-cop/vault-config-operator,32,62,14,314,2021-10-04,2023-03-03
polardbx-sql,polardb,"PolarDB-X is a cloud native distributed SQL Database designed for high concurrency, massive storage, complex querying scenarios.",https://github.com/polardb/polardbx-sql,261,1263,36,149,2021-10-16,2023-03-20
documentation,confidential-containers,Documentation for the confidential containers project,https://github.com/confidential-containers/documentation,34,53,15,90,2021-10-04,2023-03-15
pipeline-service,openshift-pipelines,SaaS for Tekton Pipelines,https://github.com/openshift-pipelines/pipeline-service,36,20,13,596,2021-11-30,2023-03-20
os2,rancher,EXPERIMENTAL: A Rancher and Kubernetes optimized immutable Linux distribution based on openSUSE,https://github.com/rancher/os2,15,89,25,67,2021-10-20,2022-11-14
awesome-dotnet-tips,meysamhadeli,"A curated list of awesome tips and tricks, resources, videos and articles in .net, software architecture, microservice and cloud-native",https://github.com/meysamhadeli/awesome-dotnet-tips,161,740,23,282,2021-10-07,2023-03-19
dpu-network-operator,openshift,The operator manages the ovn-kube components running on the DPU card for enabling OVS hardware offloading.,https://github.com/openshift/dpu-network-operator,16,14,15,97,2021-10-15,2023-03-17
gatling-operator,st-tech,Automating distributed Gatling load testing using Kubernetes operator,https://github.com/st-tech/gatling-operator,6,47,14,255,2021-10-05,2023-03-07
badrobot,controlplaneio,BadRobot - Operator Security Audit Tool,https://github.com/controlplaneio/badrobot,3,191,12,288,2021-10-15,2023-03-20
community,confidential-containers,Confidential Containers Community,https://github.com/confidential-containers/community,8,14,12,19,2021-11-13,2023-02-23
runboat,sbidoul,A simple runbot lookalike on kubernetes. Main goal is replacing the OCA runbot.,https://github.com/sbidoul/runboat,27,59,15,293,2021-10-16,2023-03-20
weblogic-toolkit-ui,oracle,WebLogic Kubernetes Toolkit UI,https://github.com/oracle/weblogic-toolkit-ui,6,23,16,638,2021-10-11,2023-03-20
Apple-Silicon-Guide,mikeroyal,"Apple Silicon Guide. Learn all about the A16 Bionic, M1, M1 Pro, M1 Max, M1 Ultra, and M2 chips. Along with all the Devices, Operating Systems, Tools, and Software that Apple Silicon powers.",https://github.com/mikeroyal/Apple-Silicon-Guide,50,1017,30,269,2021-10-24,2023-03-21
neurips21-self-supervised-bug-detection-and-repair,microsoft,"Replication Code for ""Self-Supervised Bug Detection and Repair"" NeurIPS 2021",https://github.com/microsoft/neurips21-self-supervised-bug-detection-and-repair,19,93,10,13,2021-10-15,2022-08-30
hazelcast-platform-operator-docs,hazelcast,Source content for the Kubernetes Operator of Hazelcast Platform (Enterprise),https://github.com/hazelcast/hazelcast-platform-operator-docs,9,0,37,167,2021-11-08,2023-03-21
machine-api-provider-azure,openshift,Machine API Provider for Azure,https://github.com/openshift/machine-api-provider-azure,21,4,15,490,2021-11-03,2023-03-20
thema,grafana,"A CUE-based framework for portable, evolvable schema",https://github.com/grafana/thema,9,156,114,389,2021-10-21,2023-03-21
telemetry-shippers,coralogix,Coralogix's way to ship our best practices when it comes to interaction with our platform.,https://github.com/coralogix/telemetry-shippers,6,8,14,146,2021-11-30,2023-03-20
postgresql-k8s-operator,canonical,A Charmed Operator for running PostgreSQL on Kubnernetes,https://github.com/canonical/postgresql-k8s-operator,3,3,14,88,2021-11-12,2023-03-20
aks-nat-agic,Azure-Samples,This sample shows how to create an AKS cluster that uses a NAT Gateway for outbound connections and Application Gateway Ingress Controller.,https://github.com/Azure-Samples/aks-nat-agic,12,16,11,36,2021-11-24,2022-12-05
IoT-Edge-K8s-KubeVirt-Deployment,Azure-Samples,,https://github.com/Azure-Samples/IoT-Edge-K8s-KubeVirt-Deployment,6,9,12,44,2021-11-19,2023-02-22
csm-operator,dell,,https://github.com/dell/csm-operator,1,8,15,169,2021-11-01,2023-03-20
kubernetes-kops-operator,topfreegames,Manage Kubernetes clusters using Kops.,https://github.com/topfreegames/kubernetes-kops-operator,0,8,16,219,2021-10-15,2023-03-20
erda-sourcecov,erda-project,,https://github.com/erda-project/erda-sourcecov,4,0,11,21,2021-10-21,2023-03-07
gitops-examples,greymatter-io,:leafy_green: Test gitops repo for Grey Matter :apple:,https://github.com/greymatter-io/gitops-examples,2,3,16,87,2021-10-05,2022-10-07
visitors-operator,redhat-scholars,Kubernetes operator for the Visitors sample app (visitors-service & visitors-webui),https://github.com/redhat-scholars/visitors-operator,0,0,14,7,2021-10-24,2022-10-12
ondatra-tests,open-traffic-generator,Open Traffic Generator tests using the openconfig/ondatra test framework,https://github.com/open-traffic-generator/ondatra-tests,1,6,11,194,2021-11-23,2022-11-10
seeder-ccloud,sapcc,,https://github.com/sapcc/seeder-ccloud,0,0,32,126,2021-11-25,2023-01-23
dns-operator-route53,giantswarm,An operator to create DNS records on AWS Route53 for CAPI clusters,https://github.com/giantswarm/dns-operator-route53,0,0,12,93,2021-11-23,2023-03-20
apiextensions-application,giantswarm,,https://github.com/giantswarm/apiextensions-application,0,0,12,53,2021-11-18,2023-03-15
onms-k8s-poc,opennms-forge,"A PoC for deploying OpenNMS (Core + dedicated UI Servers + Grafana) using shared/external PostgreSQL, Kafka, and Elasticsearch using Helm.",https://github.com/opennms-forge/onms-k8s-poc,1,3,23,231,2021-11-30,2022-12-22
CyberSecurity,Berkanktk,This is a repository where i collect my knowledge to different kind of topics related to cybersecurity.,https://github.com/Berkanktk/CyberSecurity,18,356,11,290,2021-10-10,2023-03-13
opensearch-k8s-operator,Opster,OpenSearch Kubernetes Operator,https://github.com/Opster/opensearch-k8s-operator,104,229,18,778,2021-12-13,2023-03-21
Fast-Kubernetes,omerbsezer,"This repo covers Kubernetes Environment with LABs: Kubectl, Pod, Deployment, Service, PV, PVC, Kubeadm, Helm, etc.",https://github.com/omerbsezer/Fast-Kubernetes,288,798,17,351,2021-12-14,2023-03-10
patch-operator,redhat-cop,An operator to apply patches to Kubernetes objects in a declarative way.,https://github.com/redhat-cop/patch-operator,13,52,10,29,2021-12-09,2022-09-04
pulsar-resources-operator,streamnative,,https://github.com/streamnative/pulsar-resources-operator,4,23,25,58,2021-12-14,2023-03-17
aks-baseline-automation,Azure,Repository for the AKS Landing Zone Accelerator program's Automation reference implementation,https://github.com/Azure/aks-baseline-automation,67,45,26,1179,2021-12-18,2023-03-16
panaverse.github.io,panaverse,Certified Web3 and Metaverse Developer Syllabus and Details by Panaverse,https://github.com/panaverse/panaverse.github.io,61,207,27,386,2021-12-19,2023-01-09
pgbouncer-k8s-operator,canonical,A charmed operator for running PGbouncer on kubernetes.,https://github.com/canonical/pgbouncer-k8s-operator,1,4,12,82,2021-12-03,2023-03-21
