06:01:59 Pod redisoperator-56c8dfdfb-bv946 805:	Successfully assigned acto-namespace/redisoperator-56c8dfdfb-bv946 to acto-cluster-1-worker
06:05:53 Pod rfs-test-cluster-6769cd86cf-t46xg 1449:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-t46xg to acto-cluster-1-worker
06:05:54 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Container image "redis:6.2.6-alpine" already present on machine
06:05:54 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Created container sentinel-config-copy
06:06:08 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Started container sentinel-config-copy
06:06:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Container image "redis:6.2.6-alpine" already present on machine
06:06:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Created container sentinel
06:06:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Started container sentinel
06:06:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:06:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 127.436695ms
06:06:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Created container sentinel-exporter
06:06:13 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Started container sentinel-exporter
06:11:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Stopping container sentinel
06:11:10 Pod rfs-test-cluster-6769cd86cf-t46xg 1452:	Stopping container sentinel-exporter
06:20:16 Pod rfs-test-cluster-6769cd86cf-xw5gt 3444:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-xw5gt to acto-cluster-1-worker3
06:20:17 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Container image "redis:6.2.6-alpine" already present on machine
06:20:17 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Created container sentinel-config-copy
06:20:29 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Started container sentinel-config-copy
06:20:32 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Container image "redis:6.2.6-alpine" already present on machine
06:20:32 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Created container sentinel
06:20:32 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Started container sentinel
06:20:32 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:20:32 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 126.709044ms
06:20:32 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Created container sentinel-exporter
06:20:35 Pod rfs-test-cluster-6769cd86cf-xw5gt 3447:	Started container sentinel-exporter
06:12:16 Pod rfs-test-cluster-6769cd86cf-zdnvp 2327:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-zdnvp to acto-cluster-1-worker
06:12:17 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Container image "redis:6.2.6-alpine" already present on machine
06:12:17 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Created container sentinel-config-copy
06:12:30 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Started container sentinel-config-copy
06:12:32 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Container image "redis:6.2.6-alpine" already present on machine
06:12:32 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Created container sentinel
06:12:32 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Started container sentinel
06:12:32 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:12:32 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 132.395379ms
06:12:32 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Created container sentinel-exporter
06:12:35 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Started container sentinel-exporter
06:18:22 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Stopping container sentinel
06:18:22 Pod rfs-test-cluster-6769cd86cf-zdnvp 2332:	Stopping container sentinel-exporter
06:05:03 ReplicaSet rfs-test-cluster-6769cd86cf 1320:	Created pod: rfs-test-cluster-6769cd86cf-knzps
06:05:53 ReplicaSet rfs-test-cluster-6769cd86cf 1446:	Created pod: rfs-test-cluster-6769cd86cf-t46xg
06:06:43 ReplicaSet rfs-test-cluster-6769cd86cf 1577:	Created pod: rfs-test-cluster-6769cd86cf-r2knq
06:09:30 ReplicaSet rfs-test-cluster-6769cd86cf 1937:	Deleted pod: rfs-test-cluster-6769cd86cf-r2knq
06:10:20 ReplicaSet rfs-test-cluster-6769cd86cf 2063:	Deleted pod: rfs-test-cluster-6769cd86cf-knzps
06:11:10 ReplicaSet rfs-test-cluster-6769cd86cf 2194:	Deleted pod: rfs-test-cluster-6769cd86cf-t46xg
06:12:16 ReplicaSet rfs-test-cluster-6769cd86cf 2325:	Created pod: rfs-test-cluster-6769cd86cf-zdnvp
06:13:06 ReplicaSet rfs-test-cluster-6769cd86cf 2450:	Created pod: rfs-test-cluster-6769cd86cf-8zj5r
06:13:56 ReplicaSet rfs-test-cluster-6769cd86cf 2578:	Created pod: rfs-test-cluster-6769cd86cf-922dp
06:16:42 ReplicaSet rfs-test-cluster-6769cd86cf 2937:	Deleted pod: rfs-test-cluster-6769cd86cf-922dp
06:17:32 ReplicaSet rfs-test-cluster-6769cd86cf 3064:	Deleted pod: rfs-test-cluster-6769cd86cf-8zj5r
06:18:22 ReplicaSet rfs-test-cluster-6769cd86cf 3193:	Deleted pod: rfs-test-cluster-6769cd86cf-zdnvp
06:19:26 ReplicaSet rfs-test-cluster-6769cd86cf 3320:	Created pod: rfs-test-cluster-6769cd86cf-lngqs
06:20:16 ReplicaSet rfs-test-cluster-6769cd86cf 3442:	Created pod: rfs-test-cluster-6769cd86cf-xw5gt
06:21:07 ReplicaSet rfs-test-cluster-6769cd86cf 3572:	Created pod: rfs-test-cluster-6769cd86cf-p28z4
06:02:02 PodDisruptionBudget rfs-test-cluster 860:	No matching pods found
06:02:02 Deployment rfs-test-cluster 863:	Scaled up replica set rfs-test-cluster-54df69f8df to 3
06:05:03 Deployment rfs-test-cluster 1319:	Scaled up replica set rfs-test-cluster-6769cd86cf to 1
06:05:53 Deployment rfs-test-cluster 1400:	Scaled down replica set rfs-test-cluster-54df69f8df to 2
06:05:53 Deployment rfs-test-cluster 1437:	Scaled up replica set rfs-test-cluster-6769cd86cf to 2
06:06:43 Deployment rfs-test-cluster 1548:	Scaled down replica set rfs-test-cluster-54df69f8df to 1
06:06:43 Deployment rfs-test-cluster 1570:	Scaled up replica set rfs-test-cluster-6769cd86cf to 3
06:07:34 Deployment rfs-test-cluster 1697:	Scaled down replica set rfs-test-cluster-54df69f8df to 0
06:08:40 Deployment rfs-test-cluster 1826:	Scaled up replica set rfs-test-cluster-54df69f8df to 1
06:09:30 Deployment rfs-test-cluster 1892:	Scaled down replica set rfs-test-cluster-6769cd86cf to 2
06:09:30 Deployment rfs-test-cluster 1940:	(combined from similar events): Scaled down replica set rfs-test-cluster-54df69f8df to 2
06:16:42 Deployment rfs-test-cluster 2940:	Scaled up replica set rfs-test-cluster-54df69f8df to 2
06:17:32 Deployment rfs-test-cluster 3014:	Scaled down replica set rfs-test-cluster-6769cd86cf to 1
